Company,Product,TypeName,Inches,ScreenResolution,Name CPU,CPU Speed,Ram,Name Memory,Memory Capacity,Gpu,OpSys,Weight,Price_dollars,Discount,Star_rating,Rating,Review 
Lenovo,ThinkPad T470s,Ultrabook,14,2560x1440,Intel Core i7 7500U,2.7GHz,24,SSD,512GB,Intel HD Graphics 620,Windows 10,1.32,2542.3086,5,3.4,17,3
Asus,VivoBook Max,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Linux,2,596.6206999999999,5,3.4,17,3
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,AMD A6-Series 9220,2.5GHz,8,HDD,1024GB,AMD Radeon R4,Windows 10,2.8,553.9286999999999,10,0.0,0,0
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,4,SSD,256GB,AMD Radeon 530,Windows 10,2.2,799.4077,10,3.3,3,1
Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.36,1525.1716999999999,25,4.6,1365,137
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel Pentium Quad Core N4200,1.1GHz,4,SSD,128GB,Intel HD Graphics 505,Windows 10,2.2,372.48769999999996,0,3.5,8,3
HP,Omen 15-AX205na,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1172.9626999999998,35,4.5,368,48
Dell,Latitude 5480,Notebook,14,1920x1080,Intel Core i5 7440HQ,2.8GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,1.64,1258.3466999999998,32,4.4,202,26
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Linux,2.4,471.53314,48,4.5,187,26
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Xeon E3-1505M V6,3GHz,8,HDD,64GB,Nvidia Quadro M620,Windows 10,2.23,2127.1288999999997,7,4.7,31,3
MSI,GV62 7RD-1686NL,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1096.906902,7,4.8,91,5
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core i7 7660U,2.5GHz,16,SSD,512GB,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2763.2396999999996,23,4.5,844,118
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,1.91,628.6397,30,0.0,0,0
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 6820HQ,2.7GHz,16,SSD,256GB,Nvidia Quadro M620,Windows 10,2.17,2107.9175,19,4.3,3,0
HP,ProBook 650,Workstation,15.6,1920x1080,Intel Core i7 7820HQ,2.9GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,2.31,1637.2381999999998,11,4.5,21,3
Lenovo,ThinkPad T470,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.65,1435.5185,46,3.0,4,0
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,128GB,AMD Radeon 530,Windows 10,2.36,1044.8867,0,0.0,0,0
Dell,Inspiron 3168,2 in 1 Convertible,11.6,1366x768,Intel Pentium Quad Core N3710,1.6GHz,4,HDD,500GB,Intel HD Graphics 405,Windows 10,1.47,511.2367,14,0.0,0,0
Dell,Alienware 17,Notebook,17.3,1920x1080,Intel Core i7 7700HQ,2.7GHz,8,HDD,1024GB,Nvidia GeForce GTX 1060,Windows 10,4.42,2183.6958,24,0.0,0,0
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core M m3-7Y30,2.2GHz,4,SSD,128GB,Intel HD Graphics 615,Windows 10 S,1.252,1055.5597,17,3.8,253,28
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core i7 7660U,2.5GHz,8,SSD,256GB,Intel Iris Plus Graphics 640,Windows 10 S,1.25,1920.0727,30,3.6,470,46
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U,2GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,2.5,682.9652699999999,4,4.1,118,28
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,HDD,1024GB,Nvidia GeForce 940MX,Windows 10,2.23,580.6111999999999,16,4.0,1444,179
Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,128GB,Intel HD Graphics 400,Windows 10,1.4,464.27549999999997,27,4.1,1114,137
Asus,Pro P2540UA-AB51,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.37,799.4077,30,0.0,0,0
Lenovo,IdeaPad 510s-14IKB,Notebook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,AMD Radeon R7 M460,No OS,1.5,852.7727,0,3.8,78,17
Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,Intel Core i7 7820HQ,2.9GHz,8,SSD,256GB,Nvidia Quadro M2200M,Windows 10,2.67,2230.6569999999997,8,4.0,21,5
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,500GB,Intel HD Graphics 500,Windows 10,2,324.45919999999995,0,4.1,73,21
Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,500GB,Nvidia GeForce GTX 940MX,Windows 10,2.2,500.5637,3,0.0,0,0
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,2048GB,AMD Radeon 530,Windows 10,2.02,810.0807,19,0.0,0,0
HP,Omen 17-an006nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,12,HDD,1024GB,Nvidia GeForce GTX 1060,Windows 10,3.78,1813.3427,0,0.0,0,0
Lenovo,Thinkpad T460s,Ultrabook,14,2560x1440,Intel Core i7 6600U,2.6GHz,12,SSD,256GB,Intel HD Graphics 520,Windows 10,1.4,1983.0433999999998,0,0.0,0,0
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.29,2133.5326999999997,11,0.0,0,0
HP,ZBook 15u,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,500GB,AMD FirePro W4190M ,Windows 10,1.9,1231.6642,14,0.0,0,0
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel Core i5 7Y57,1.2GHz,8,SSD,128GB,Intel HD Graphics 615,Chrome OS,1.1,1360.8075,0,0.0,0,0
Dell,Latitude 7390,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.42,1965.8065049999998,12,4.6,7,3
Asus,ZenBook Pro,Notebook,15.6,3840x2160,Intel Core i7 6700HQ,2.6GHz,12,HDD,128GB,Intel HD Graphics 530,Windows 10,2.06,1386.4226999999998,0,4.5,715,106
Dell,Latitude E5470,Notebook,14,1366x768,Intel Core i3 6100U,2.3GHz,8,SSD,128GB,Intel HD Graphics 520,Windows 10,1.79,789.8019999999999,10,4.4,24,5
Dell,Precision M5520,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia Quadro M1200,Windows 10,1.78,2570.0584,4,4.3,23,4
Lenovo,Thinkpad T470,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,180GB,Intel HD Graphics 620,Windows 10,1.7,1455.7972,6,4.2,3062,325
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,1024GB,AMD Radeon 520,Windows 10,2.2,720.4274999999999,0,4.1,122,12
Toshiba,Portege X30-D-10J,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.05,1784.5256,0,4.2,18,6
Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Nvidia GeForce 940MX,Windows 10,2.16,1346.9325999999999,10,3.4,11,1
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.18,626.07818,0,3.2,30,6
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,4,SSD,128GB,Intel UHD Graphics 620,Windows 10,1.49,774.8598,28,4.3,1188,127
Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,Intel Atom x5-Z8350,1.44GHz,4,SSD,64GB,Intel HD Graphics,Windows 10,1.89,265.65097,31,4.5,23,0
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U,2.0GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.3,603.0245,17,4.6,32,1
Lenovo,ThinkPad E480,Notebook,14,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.75,1119.5976999999998,27,0.0,0,0
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 6820HQ,2.7GHz,16,SSD,512GB,Nvidia Quadro M620,Windows 10,2.17,2495.3473999999997,22,4.2,47,0
Dell,XPS 15,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1050,Windows 10,2.06,2026.8026999999997,12,4.0,27,2
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.36,1919.0053999999998,7,3.8,8,3
Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,0.91,2081.2349999999997,27,3.9,157,20
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 940MX,Windows 10,2.3,1080.0969269999998,24,4.7,10,1
Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,32,SSD,512GB,Intel HD Graphics 620,Windows 10,1.05,2987.3727,35,4.3,52,4
Asus,VivoBook Pro,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,1.99,1440.8549999999998,23,4.4,33,4
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P,2.5GHz,8,HDD,1024GB,AMD Radeon RX 540,Windows 10,2.2,617.9667,30,4.3,343,47
Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,24,HDD,256GB,Nvidia GeForce GTX 965M,Windows 10,4.33,1354.4036999999998,29,4.3,131,17
Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,Intel Core i5 6200U,2.3GHz,8,SSD,180GB,Intel HD Graphics 520,Windows 10,1.3,1172.9626999999998,7,4.2,41,4
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,2.17,959.3959699999999,24,4.3,328,51
HP,EliteBook 840,Notebook,14,1920x1080,Intel Core i7 7600U,2.8GHz,8,SSD,1024GB,Intel HD Graphics 620,Windows 10,1.48,1866.7077,31,4.8,6,1
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i3 7100U,2.4GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.4,1012.8676999999999,31,3.8,353,28
Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.3,972.3102999999999,17,4.3,127,20
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,64GB,Intel HD Graphics 500,Windows 10 S,1.2,362.88199999999995,19,0.0,0,0
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,AMD Radeon 520,Windows 10,1.91,660.648027,33,4.2,241,19
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.4,1706.6127,31,3.9,22,2
Lenovo,IdeaPad 320-14IAP,Notebook,14,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,500GB,Intel HD Graphics 500,Windows 10,2.1,319.12269999999995,20,4.0,8,1
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,16GB,Intel HD Graphics 400,Chrome OS,1.25,282.8345,32,4.4,898,128
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.44,1012.8676999999999,13,5.0,1,1
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,256GB,Intel HD Graphics 620,Windows 10,2,1306.3752,20,0.0,0,0
Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,4,HDD,1024GB,Nvidia GeForce MX150,Windows 10,2.2,654.2548999999999,24,3.8,6,1
HP,Envy 13-AB002nv,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.34,1412.0378999999998,5,4.3,179,34
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,256GB,Nvidia GeForce GTX 1060,No OS,2.4,1226.3276999999998,18,3.8,41,5
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,1.29,959.5026999999999,10,0.0,0,0
Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,500GB,Nvidia GeForce 940MX,Windows 10,2.2,682.0047,4,4.3,114,9
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.18,892.2628,0,4.3,268,25
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,16,HDD,256GB,AMD Radeon 530,Windows 10,2.2,1301.294852,12,5.0,6,1
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,16,SSD,256GB,Nvidia GeForce MX150,No OS,1.95,1494.166635,5,4.2,153,16
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,2,SSD,32GB,Intel HD Graphics 500,Windows 10,1.1,261.4885,26,3.4,8,0
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i5 8250U,1.6GHz,4,HDD,1024GB,Intel UHD Graphics 620,Windows 10,2.04,556.564931,0,4.0,377,53
Asus,ROG Zephyrus,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,24,SSD,512GB,Nvidia GeForce GTX1080,Windows 10,2.24,3167.7463999999995,12,0.0,0,0
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,2.04,948.8296999999999,0,4.1,120,21
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX1050 Ti,Windows 10,3,1605.2191999999998,7,0.0,0,0
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1493.1526999999999,7,0.0,0,0
HP,Spectre X360,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,1493.1526999999999,7,0.0,0,0
Dell,Latitude 5480,Notebook,14,1920x1080,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.64,1365.8558289999999,7,0.0,0,0
HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.63,735.3697,7,0.0,0,0
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,128GB,AMD Radeon 530,Linux,2.8,948.8296999999999,7,0.0,0,0
Lenovo,ThinkPad L470,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,2.02,1430.1819999999998,28,4.3,76,9
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,1024GB,Nvidia GeForce 920MX,Windows 10,2.2,852.7727,30,4.5,11,2
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,8,HDD,2048GB,Nvidia GeForce 920MX ,No OS,2.2,489.8907,16,4.5,484,56
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,AMD Radeon R5 M430,Windows 10,2.3,624.3705,30,4.5,44,2
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7440HQ,2.8GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.9,1469.6720999999998,9,4.2,399,40
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,128GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3215.5294209999997,31,4.4,77,10
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,500GB,Intel HD Graphics 620,Windows 10,2.0,917.8779999999999,34,4.4,11,3
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,Intel Core i7 7500U,2.7GHz,8,HDD,256GB,Nvidia GeForce GTX 960M,Windows 10,2,1386.4226999999998,21,4.3,57,14
Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,Intel Celeron Quad Core N3450,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.2,393.83369999999996,19,4.3,21,5
Asus,ROG Strix,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,2.3,1759.9777,32,4.0,5,2
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7 7600U,2.8GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,1.93,1461.1336999999999,21,5.0,4,0
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,AMD Radeon 530,Windows 10,2.2,851.0756929999999,22,0.0,0,0
HP,250 G6,Notebook,15.6,1920x1080,Intel Pentium Quad Core N3710,1.6GHz,4,SSD,256GB,Intel HD Graphics 405,Windows 10,1.86,425.842027,22,4.5,13,2
HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,12,HDD,1024GB,Nvidia GeForce GTX 1060,Windows 10,2.62,1920.0727,26,4.4,15,0
Lenovo,Thinkpad E470,Notebook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce 940MX,Windows 10,1.87,916.8106999999999,10,4.7,11,2
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.2,1493.1526999999999,22,0.0,0,0
Dell,Vostro 5468,Notebook,14,1920x1080,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.6,785.394051,6,4.5,118,15
HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.34,1222.0584999999999,12,0.0,0,0
Acer,Aspire 7,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,Linux,2.4,851.7053999999999,10,0.0,0,0
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110,1.8GHz,4,HDD,500GB,AMD Radeon R2 Graphics,Windows 10,2,372.48769999999996,15,4.3,6,1
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,2.1,752.98015,8,0.0,0,0
Lenovo,ThinkPad E470,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.87,837.8304999999999,18,4.3,138,30
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,1024GB,Intel HD Graphics 520,No OS,2.15,493.46615499999996,19,0.0,0,0
HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.86,423.7181,9,0.0,0,0
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.99,1845.3617,0,0.0,0,0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.2,532.5826999999999,24,4.5,35,4
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.9,1192.163427,12,1.7,3,0
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.42,2880.6427,14,4.4,18,0
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U,2GHz,8,HDD,1024GB,Intel HD Graphics 520,Windows 10,2.65,580.7712949999999,19,0.0,0,0
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,Nvidia GeForce 930MX,Windows 10,2.63,1366.1439999999998,18,4.5,8,1
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,500GB,Intel HD Graphics 500,Linux,2,239.0752,15,3.3,3,1
Mediacom,SmartBook 130,Notebook,13.3,1920x1080,Intel Atom x5-Z8350,1.44GHz,4,SSD,32GB,Intel HD Graphics,Windows 10,1.35,272.1615,0,5.0,5,2
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U,2.7GHz,6,HDD,128GB,Nvidia GeForce 940MX,Windows 10,2.8,1012.8676999999999,17,4.4,33,5
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,1920x1080,AMD A10-Series A10-9620P,2.5GHz,6,SSD,128GB,AMD Radeon 530,Windows 10,1.91,607.18697,0,0.0,0,0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,AMD Radeon R5 M420,Windows 10,2.18,659.4846699999999,9,0.0,0,0
Acer,Spin SP111-31,2 in 1 Convertible,11.6,1920x1080,Intel Celeron Dual Core N3350,2.0GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.25,372.48769999999996,8,0.0,0,0
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i3 7130U,2.7GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,2.05,672.399,2,0.0,0,0
HP,EliteBook 1030,Ultrabook,13.3,3200x1800,Intel Core M 6Y75,1.2GHz,16,SSD,512GB,Intel HD Graphics 515,Windows 10,1.16,2097.2445,15,4.0,85,9
Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia Quadro M620M,Windows 10,3.4,3200.8327,18,0.0,0,0
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.5,895.4646999999999,18,4.3,30,7
Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i5 8250U,1.6GHz,8,SSD,128GB,Intel UHD Graphics 620,Windows 10,1.21,1706.6127,0,0.0,0,0
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U,2.6GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.93,1023.5406999999999,22,0.0,0,0
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.2,788.7347,0,0.0,0,0
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,500GB,Intel HD Graphics 505,Windows 10,2.2,367.15119999999996,21,0.0,0,0
Lenovo,ThinkPad L470,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.02,1056.627,38,0.0,0,0
HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ,2.8GHz,8,HDD,500GB,Nvidia Quadro M1200,Windows 10,3.14,1986.2346269999998,1,0.0,0,0
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14,1366x768,Intel Pentium Quad Core N3710,1.6GHz,8,HDD,2048GB,Intel HD Graphics 405,Windows 10,1.94,415.17969999999997,20,0.0,0,0
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,1920x1080,AMD A9-Series A9-9420,3GHz,6,SSD,256GB,AMD Radeon 530,Windows 10,1.95,692.6777,22,0.0,0,0
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.3,885.8589999999999,20,4.3,40,4
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.05,731.1004999999999,36,4.5,1639,230
Mediacom,SmartBook 141,Notebook,14,1920x1080,Intel Atom x5-Z8350,1.44GHz,4,SSD,32GB,Intel HD Graphics,Windows 10,1.4,265.7577,31,4.4,498,64
